data,hora,umidade_%
01/01/2000,00:04:39,79.00
01/01/2000,00:04:40,79.00
01/01/2000,00:04:41,79.00
01/01/2000,00:04:42,79.00
01/01/2000,00:04:43,79.00
01/01/2000,00:04:44,79.00
01/01/2000,00:04:45,79.00
01/01/2000,00:04:46,79.00
01/01/2000,00:04:47,79.00
01/01/2000,00:04:48,79.00
01/01/2000,00:04:49,79.00
01/01/2000,00:04:50,79.00
01/01/2000,00:04:51,79.00
01/01/2000,00:04:52,79.00
01/01/2000,00:04:53,79.00
01/01/2000,00:04:54,79.00
01/01/2000,00:04:55,79.00
01/01/2000,00:04:56,79.00
01/01/2000,00:04:57,79.00
01/01/2000,00:04:58,79.00
01/01/2000,00:04:59,79.00
01/01/2000,00:05:00,79.00
01/01/2000,00:05:01,79.00
01/01/2000,00:05:02,79.00
01/01/2000,00:05:03,79.00
01/01/2000,00:05:04,79.00
01/01/2000,00:05:05,79.00
01/01/2000,00:05:06,79.00
01/01/2000,00:05:07,79.00
01/01/2000,00:05:08,79.00
01/01/2000,00:05:09,79.00
01/01/2000,00:05:10,79.00
01/01/2000,00:05:11,79.00
01/01/2000,00:05:12,79.00
01/01/2000,00:05:13,79.00
01/01/2000,00:05:14,79.00
01/01/2000,00:05:15,79.00
01/01/2000,00:05:16,79.00
01/01/2000,00:05:17,78.00
01/01/2000,00:05:18,78.00
01/01/2000,00:05:19,78.00
01/01/2000,00:05:20,78.00
01/01/2000,00:05:21,78.00
01/01/2000,00:05:22,78.00
01/01/2000,00:05:23,78.00
01/01/2000,00:05:24,78.00
01/01/2000,00:05:25,78.00
01/01/2000,00:05:26,78.00
01/01/2000,00:05:27,78.00
01/01/2000,00:05:28,78.00
01/01/2000,00:05:29,78.00
01/01/2000,00:05:30,78.00
01/01/2000,00:05:31,78.00
01/01/2000,00:05:32,78.00
01/01/2000,00:05:33,78.00
01/01/2000,00:05:34,78.00
01/01/2000,00:05:35,78.00
01/01/2000,00:05:36,78.00
01/01/2000,00:05:37,78.00
01/01/2000,00:05:38,78.00
01/01/2000,00:05:39,78.00
01/01/2000,00:05:40,78.00
01/01/2000,00:05:41,78.00
01/01/2000,00:05:42,79.00
01/01/2000,00:05:43,78.00
01/01/2000,00:05:44,79.00
01/01/2000,00:05:45,79.00
01/01/2000,00:05:46,79.00
01/01/2000,00:05:47,78.00
01/01/2000,00:05:48,79.00
01/01/2000,00:05:49,79.00
01/01/2000,00:05:50,78.00
01/01/2000,00:05:51,78.00
01/01/2000,00:05:52,78.00
01/01/2000,00:05:53,78.00
01/01/2000,00:05:54,79.00
01/01/2000,00:05:55,78.00
01/01/2000,00:05:56,79.00
01/01/2000,00:05:57,79.00
01/01/2000,00:05:58,79.00
01/01/2000,00:05:59,79.00
01/01/2000,00:06:00,79.00
01/01/2000,00:06:01,79.00
01/01/2000,00:06:02,79.00
01/01/2000,00:06:03,78.00
01/01/2000,00:06:04,78.00
01/01/2000,00:06:05,78.00
01/01/2000,00:06:06,78.00
01/01/2000,00:06:07,79.00
01/01/2000,00:06:08,79.00
01/01/2000,00:06:09,79.00
01/01/2000,00:06:10,79.00
01/01/2000,00:06:11,79.00
01/01/2000,00:06:12,79.00
01/01/2000,00:06:13,79.00
01/01/2000,00:06:14,79.00
01/01/2000,00:06:15,79.00
01/01/2000,00:06:16,79.00
01/01/2000,00:06:17,79.00
01/01/2000,00:06:18,79.00
01/01/2000,00:06:19,79.00
01/01/2000,00:06:20,79.00
01/01/2000,00:06:21,79.00
01/01/2000,00:06:22,79.00
01/01/2000,00:06:23,79.00
01/01/2000,00:06:24,79.00
01/01/2000,00:06:25,79.00
01/01/2000,00:06:26,79.00
01/01/2000,00:06:27,79.00
01/01/2000,00:06:28,79.00
01/01/2000,00:06:29,79.00
01/01/2000,00:06:30,79.00
01/01/2000,00:06:31,79.00
01/01/2000,00:06:32,79.00
01/01/2000,00:06:33,79.00
01/01/2000,00:06:34,78.00
01/01/2000,00:06:35,78.00
01/01/2000,00:06:36,78.00
01/01/2000,00:06:37,78.00
01/01/2000,00:06:38,79.00
01/01/2000,00:06:39,78.00
01/01/2000,00:06:40,78.00
01/01/2000,00:06:41,79.00
01/01/2000,00:06:42,79.00
01/01/2000,00:06:43,79.00
01/01/2000,00:06:44,79.00
01/01/2000,00:06:45,79.00
01/01/2000,00:06:46,79.00
01/01/2000,00:06:47,79.00
01/01/2000,00:06:48,79.00
01/01/2000,00:06:49,79.00
01/01/2000,00:06:50,79.00
01/01/2000,00:06:51,78.00
01/01/2000,00:06:52,78.00
01/01/2000,00:06:53,78.00
01/01/2000,00:06:54,79.00
01/01/2000,00:06:55,79.00
01/01/2000,00:06:56,79.00
01/01/2000,00:06:57,79.00
01/01/2000,00:06:58,78.00
01/01/2000,00:06:59,78.00
01/01/2000,00:07:00,79.00
01/01/2000,00:07:01,78.00
01/01/2000,00:07:02,78.00
01/01/2000,00:07:03,78.00
01/01/2000,00:07:04,78.00
01/01/2000,00:07:05,78.00
01/01/2000,00:07:06,79.00
01/01/2000,00:07:07,78.00
01/01/2000,00:07:08,79.00
01/01/2000,00:07:09,79.00
01/01/2000,00:07:10,79.00
01/01/2000,00:07:11,79.00
01/01/2000,00:07:12,79.00
01/01/2000,00:07:13,78.00
01/01/2000,00:07:14,78.00
01/01/2000,00:07:15,78.00
01/01/2000,00:07:16,78.00
01/01/2000,00:07:17,78.00
01/01/2000,00:07:18,78.00
01/01/2000,00:07:19,78.00
01/01/2000,00:07:20,78.00
01/01/2000,00:07:21,78.00
01/01/2000,00:07:22,78.00
01/01/2000,00:07:23,78.00
01/01/2000,00:07:24,78.00
01/01/2000,00:07:25,78.00
01/01/2000,00:07:26,78.00
01/01/2000,00:07:27,78.00
01/01/2000,00:07:28,78.00
01/01/2000,00:07:29,78.00
01/01/2000,00:07:30,78.00
01/01/2000,00:07:31,79.00
01/01/2000,00:07:32,79.00
01/01/2000,00:07:33,79.00
01/01/2000,00:07:34,79.00
01/01/2000,00:07:35,79.00
01/01/2000,00:07:36,79.00
01/01/2000,00:07:37,79.00
01/01/2000,00:07:38,79.00
01/01/2000,00:07:39,79.00
01/01/2000,00:07:40,79.00
01/01/2000,00:07:41,79.00
01/01/2000,00:07:43,79.00
01/01/2000,00:07:44,79.00
01/01/2000,00:07:45,79.00
01/01/2000,00:07:46,79.00
01/01/2000,00:07:47,79.00
01/01/2000,00:07:48,79.00
01/01/2000,00:07:49,79.00
01/01/2000,00:07:50,79.00
01/01/2000,00:07:51,79.00
01/01/2000,00:07:52,79.00
01/01/2000,00:07:53,79.00
01/01/2000,00:07:54,79.00
01/01/2000,00:07:55,79.00
01/01/2000,00:07:56,79.00
01/01/2000,00:07:57,79.00
01/01/2000,00:07:58,79.00
01/01/2000,00:07:59,79.00
01/01/2000,00:08:00,79.00
01/01/2000,00:08:01,79.00
01/01/2000,00:08:02,79.00
01/01/2000,00:08:03,79.00
01/01/2000,00:08:04,79.00
01/01/2000,00:08:05,79.00
01/01/2000,00:08:06,79.00
01/01/2000,00:08:07,79.00
01/01/2000,00:08:08,79.00
01/01/2000,00:08:09,79.00
01/01/2000,00:08:10,79.00
01/01/2000,00:08:11,79.00
01/01/2000,00:08:12,79.00
01/01/2000,00:08:13,79.00
01/01/2000,00:08:14,79.00
01/01/2000,00:08:15,79.00
01/01/2000,00:08:16,79.00
01/01/2000,00:08:17,79.00
01/01/2000,00:08:18,79.00
01/01/2000,00:08:19,79.00
01/01/2000,00:08:20,79.00
01/01/2000,00:08:21,79.00
01/01/2000,00:08:22,79.00
01/01/2000,00:08:23,79.00
01/01/2000,00:08:24,79.00
01/01/2000,00:08:25,79.00
01/01/2000,00:08:26,79.00
01/01/2000,00:08:27,79.00
01/01/2000,00:08:28,79.00
01/01/2000,00:08:29,79.00
01/01/2000,00:08:30,79.00
01/01/2000,00:08:31,79.00
01/01/2000,00:08:32,79.00
01/01/2000,00:08:33,79.00
01/01/2000,00:08:34,79.00
01/01/2000,00:08:35,79.00
01/01/2000,00:08:36,79.00
01/01/2000,00:08:37,80.00
01/01/2000,00:08:38,79.00
01/01/2000,00:08:39,79.00
01/01/2000,00:08:40,79.00
01/01/2000,00:08:41,79.00
01/01/2000,00:08:42,79.00
01/01/2000,00:08:43,79.00
01/01/2000,00:08:44,79.00
01/01/2000,00:08:45,79.00
01/01/2000,00:08:46,79.00
01/01/2000,00:08:47,79.00
01/01/2000,00:08:48,80.00
01/01/2000,00:08:49,80.00
01/01/2000,00:08:50,80.00
01/01/2000,00:08:51,80.00
01/01/2000,00:08:52,80.00
01/01/2000,00:08:53,80.00
01/01/2000,00:08:54,80.00
01/01/2000,00:08:55,80.00
01/01/2000,00:08:56,80.00
01/01/2000,00:08:57,80.00
01/01/2000,00:08:58,80.00
01/01/2000,00:08:59,80.00
01/01/2000,00:09:00,80.00
01/01/2000,00:09:01,80.00
01/01/2000,00:09:02,80.00
01/01/2000,00:09:03,80.00
01/01/2000,00:09:04,80.00
01/01/2000,00:09:05,80.00
01/01/2000,00:09:06,80.00
01/01/2000,00:09:07,80.00
01/01/2000,00:09:08,80.00
01/01/2000,00:09:09,80.00
01/01/2000,00:09:10,80.00
01/01/2000,00:09:11,80.00
01/01/2000,00:09:12,80.00
01/01/2000,00:09:13,80.00
01/01/2000,00:09:14,80.00
01/01/2000,00:09:15,80.00
01/01/2000,00:09:16,80.00
01/01/2000,00:09:17,80.00
01/01/2000,00:09:18,80.00
01/01/2000,00:09:19,80.00
01/01/2000,00:09:20,80.00
01/01/2000,00:09:21,80.00
01/01/2000,00:09:22,80.00
01/01/2000,00:09:23,80.00
01/01/2000,00:09:24,80.00
01/01/2000,00:09:25,80.00
01/01/2000,00:09:26,80.00
01/01/2000,00:09:27,80.00
01/01/2000,00:09:28,81.00
01/01/2000,00:09:29,81.00
01/01/2000,00:09:30,81.00
01/01/2000,00:09:31,81.00
01/01/2000,00:09:32,81.00
01/01/2000,00:09:33,81.00
